Ticker,Mean,Median,Std,Min,Max,Start_Price,End_Price,Total_Return (%)
AAPL,197.40596911752823,192.9078826904297,29.582382754372777,123.28133392333984,258.1037292480469,123.33063507080078,254.0399932861328,105.9828793878304
GOOGL,153.4345202988,155.9814910888672,34.56563642331712,85.60953521728516,254.72000122070312,88.5095443725586,241.52999877929688,172.88582320866698
MSFT,387.9215020927594,403.05218505859375,72.40719613887362,217.5252685546875,534.7609252929688,234.423583984375,522.4000244140625,122.84448327898696
